id,age,birthdate,country,gender,height,image,medals,name,sport,weight,country_id,sport_id,gold,silver,bronze,medal_winner
katrin_nabholz,27,1986-04-03 00:00:00,Switzerland,Female,1.65,http://gtcdn.sochi2014.com/athlete/a/23/2040123-168X210.jpg,0,Katrin Nabholz,Ice Hockey,58.0,switzerland,ice_hockey,0,0,0,False
katrin_ofner,23,1990-03-05 00:00:00,Austria,Female,1.7000000000000002,http://gtcdn.sochi2014.com/athlete/a/12/2023512-168X210.jpg,0,Katrin Ofner,Freestyle Skiing,,austria,freestyle_skiing,0,0,0,False
katrin_zeller,34,1979-03-01 00:00:00,Germany,Female,1.71,http://gtcdn.sochi2014.com/athlete/a/06/2028406-168X210.jpg,0,Katrin Zeller,Cross-Country,60.0,germany,cross-country,0,0,0,False
katya_crema,25,1988-08-02 00:00:00,Australia,Female,1.74,http://gtcdn.sochi2014.com/athlete/a/20/2024520-168X210.jpg,0,Katya Crema,Freestyle Skiing,64.0,australia,freestyle_skiing,0,0,0,False
katya_galstyan,21,1993-01-01 00:00:00,Armenia,Female,1.63,http://gtcdn.sochi2014.com/content/4.4/i/athlete/athlete-w-168x210.png,0,Katya Galstyan,Cross-Country,57.0,armenia,cross-country,0,0,0,False
kauri_koiv,30,1983-07-25 00:00:00,Estonia,Male,1.88,http://gtcdn.sochi2014.com/athlete/a/11/2011011-168X210.jpg,0,Kauri Koiv,Biathlon,82.0,estonia,biathlon,0,0,0,False
kaya_turski,25,1988-05-03 00:00:00,Canada,Female,1.65,http://gtcdn.sochi2014.com/athlete/a/67/2015067-168X210.jpg,0,Kaya Turski,Freestyle Skiing,57.0,canada,freestyle_skiing,0,0,0,False
kaylin_irvine,23,1990-09-03 00:00:00,Canada,Female,1.7000000000000002,http://gtcdn.sochi2014.com/athlete/a/31/2013331-168X210.jpg,0,Kaylin Irvine,Speed Skating,67.0,canada,speed_skating,0,0,0,False
keiichiro_nagashima,31,1982-04-20 00:00:00,Japan,Male,1.72,http://gtcdn.sochi2014.com/athlete/a/09/2000209-168X210.jpg,0,Keiichiro Nagashima,Speed Skating,70.0,japan,speed_skating,0,0,0,False
keishin_yoshida,27,1987-01-12 00:00:00,Japan,Male,1.75,http://gtcdn.sochi2014.com/athlete/a/73/2000073-168X210.jpg,0,Keishin Yoshida,Cross-Country,74.0,japan,cross-country,0,0,0,False
kelime_cetinkaya,31,1982-06-15 00:00:00,Turkey,Female,1.6,http://gtcdn.sochi2014.com/content/4.4/i/athlete/athlete-w-168x210.png,0,Kelime Cetinkaya,Cross-Country,54.0,turkey,cross-country,0,0,0,False
kelli_stack,26,1988-01-13 00:00:00,United States,Female,1.65,http://gtcdn.sochi2014.com/athlete/a/98/2020998-168X210.jpg,0,Kelli Stack,Ice Hockey,62.0,united_states,ice_hockey,0,0,0,False
kelly_clark,30,1983-07-26 00:00:00,United States,Female,1.63,http://gtcdn.sochi2014.com/athlete/a/92/2027192-168X210.jpg,1,Kelly Clark,Snowboard,61.0,united_states,snowboard,0,0,1,True
kelly_gunther,26,1987-08-14 00:00:00,United States,Female,1.65,http://gtcdn.sochi2014.com/athlete/a/08/2020408-168X210.jpg,0,Kelly Gunther,Speed Skating,65.0,united_states,speed_skating,0,0,0,False
kelsey_serwa,24,1989-09-01 00:00:00,Canada,Female,1.6800000000000002,http://gtcdn.sochi2014.com/athlete/a/87/2009587-168X210.jpg,0,Kelsey Serwa,Freestyle Skiing,65.0,canada,freestyle_skiing,0,0,0,False
keltie_hansen,21,1992-05-13 00:00:00,Canada,Female,1.6,http://gtcdn.sochi2014.com/athlete/a/34/2015034-168X210.jpg,0,Keltie Hansen,Freestyle Skiing,54.0,canada,freestyle_skiing,0,0,0,False
ken_andre_olimb,25,1989-01-21 00:00:00,Norway,Male,1.78,http://gtcdn.sochi2014.com/athlete/a/54/2020854-168X210.jpg,0,Ken Andre Olimb,Ice Hockey,82.0,norway,ice_hockey,0,0,0,False
kendall_coyne,21,1992-05-25 00:00:00,United States,Female,1.57,http://gtcdn.sochi2014.com/athlete/a/21/2021221-168X210.jpg,0,Kendall Coyne,Ice Hockey,59.0,united_states,ice_hockey,0,0,0,False
kent_callister,18,1995-11-09 00:00:00,Australia,Male,1.75,http://gtcdn.sochi2014.com/athlete/a/89/2032689-168X210.jpg,0,Kent Callister,Snowboard,72.0,australia,snowboard,0,0,0,False
kentaro_tsuda,30,1983-12-29 00:00:00,Japan,Male,,http://gtcdn.sochi2014.com/athlete/a/21/2000721-168X210.jpg,0,Kentaro Tsuda,Freestyle Skiing,,japan,freestyle_skiing,0,0,0,False
kenza_tazi,18,1996-02-06 00:00:00,Morocco,Female,1.6600000000000001,http://gtcdn.sochi2014.com/athlete/a/26/2002226-168X210.jpg,0,Kenza Tazi,Alpine Skiing,60.0,morocco,alpine_skiing,0,0,0,False
keri_herman,31,1982-08-16 00:00:00,United States,Female,1.7000000000000002,http://gtcdn.sochi2014.com/athlete/a/92/2027392-168X210.jpg,0,Keri Herman,Freestyle Skiing,59.0,united_states,freestyle_skiing,0,0,0,False
kerstin_frank,25,1988-10-23 00:00:00,Austria,Female,1.63,http://gtcdn.sochi2014.com/athlete/a/32/2023132-168X210.jpg,0,Kerstin Frank,Figure Skating,,austria,figure_skating,0,0,0,False
kerstin_spielberger,18,1995-12-14 00:00:00,Germany,Female,1.69,http://gtcdn.sochi2014.com/athlete/a/57/2020557-168X210.jpg,0,Kerstin Spielberger,Ice Hockey,62.0,germany,ice_hockey,0,0,0,False
kerttu_niskanen,25,1988-06-13 00:00:00,Finland,Female,1.72,http://gtcdn.sochi2014.com/athlete/a/72/2030772-168X210.jpg,2,Kerttu Niskanen,Cross-Country,58.0,finland,cross-country,0,2,0,True
kevin_esteve,24,1989-12-27 00:00:00,Andorra,Male,1.8,http://gtcdn.sochi2014.com/athlete/a/97/2020597-168X210.jpg,0,Kevin Esteve,Alpine Skiing,80.0,andorra,alpine_skiing,0,0,0,False
kevin_hill,27,1986-06-27 00:00:00,Canada,Male,1.8,http://gtcdn.sochi2014.com/athlete/a/87/2013787-168X210.jpg,0,Kevin Hill,Snowboard,78.0,canada,snowboard,0,0,0,False
kevin_kuske,35,1979-01-04 00:00:00,Germany,Male,1.96,http://gtcdn.sochi2014.com/athlete/a/01/2029301-168X210.jpg,0,Kevin Kuske,Bobsleigh,120.0,germany,bobsleigh,0,0,0,False
kevin_reynolds,23,1990-07-23 00:00:00,Canada,Male,1.77,http://gtcdn.sochi2014.com/athlete/a/02/2016402-168X210.jpg,1,Kevin Reynolds,Figure Skating,,canada,figure_skating,0,1,0,True
kevin_rolland,24,1989-08-10 00:00:00,France,Male,1.78,http://gtcdn.sochi2014.com/athlete/a/93/2012893-168X210.jpg,0,Kevin Rolland,Freestyle Skiing,64.0,france,freestyle_skiing,0,0,0,False
kevin_romy,29,1985-01-31 00:00:00,Switzerland,Male,1.82,http://gtcdn.sochi2014.com/athlete/a/88/2040188-168X210.jpg,0,Kevin Romy,Ice Hockey,86.0,switzerland,ice_hockey,0,0,0,False
kevin_shattenkirk,25,1989-01-29 00:00:00,United States,Male,1.8,http://gtcdn.sochi2014.com/athlete/a/61/2021061-168X210.jpg,0,Kevin Shattenkirk,Ice Hockey,87.0,united_states,ice_hockey,0,0,0,False
kexin_fan,20,1993-09-19 00:00:00,China,Female,1.72,http://gtcdn.sochi2014.com/athlete/a/09/2014809-168X210.jpg,0,Kexin Fan,Short Track,55.0,china,short_track,0,0,0,False
kexin_zhang,18,1995-10-17 00:00:00,China,Female,1.53,http://gtcdn.sochi2014.com/athlete/a/67/2007167-168X210.jpg,0,Kexin Zhang,Figure Skating,,china,figure_skating,0,0,0,False
kikkan_randall,31,1982-12-31 00:00:00,United States,Female,1.65,http://gtcdn.sochi2014.com/athlete/a/27/2036627-168X210.jpg,0,Kikkan Randall,Cross-Country,60.0,united_states,cross-country,0,0,0,False
kim_lamarre,25,1988-05-20 00:00:00,Canada,Female,1.65,http://gtcdn.sochi2014.com/content/4.4/i/athlete/athlete-w-168x210.png,1,Kim Lamarre,Freestyle Skiing,54.0,canada,freestyle_skiing,0,0,1,True
kim_martin_hasson,27,1986-02-28 00:00:00,Sweden,Female,1.6600000000000001,http://gtcdn.sochi2014.com/athlete/a/70/2004170-168X210.jpg,0,Kim Martin Hasson,Ice Hockey,68.0,sweden,ice_hockey,0,0,0,False
kimberley_mcrae,21,1992-05-24 00:00:00,Canada,Female,1.73,http://gtcdn.sochi2014.com/athlete/a/15/2007915-168X210.jpg,0,Kimberley Mcrae,Luge,61.0,canada,luge,0,0,0,False
kimmo_timonen,38,1975-03-18 00:00:00,Finland,Male,1.77,http://gtcdn.sochi2014.com/athlete/a/63/2032563-168X210.jpg,0,Kimmo Timonen,Ice Hockey,84.0,finland,ice_hockey,0,0,0,False
kirill_antukh,27,1986-10-06 00:00:00,Russian Fed.,Male,1.87,http://gtcdn.sochi2014.com/athlete/a/61/2001961-168X210.jpg,0,Kirill Antukh,Bobsleigh,89.0,russian_fed,bobsleigh,0,0,0,False
kirsten_moore-towers,21,1992-07-01 00:00:00,Canada,Female,1.49,http://gtcdn.sochi2014.com/athlete/a/90/2016390-168X210.jpg,1,Kirsten Moore-towers,Figure Skating,,canada,figure_skating,0,1,0,True
kirsten_wall,38,1975-11-27 00:00:00,Canada,Female,1.53,http://gtcdn.sochi2014.com/athlete/a/81/2016281-168X210.jpg,0,Kirsten Wall,Curling,,canada,curling,0,0,0,False
kjersti_buaas,32,1982-01-05 00:00:00,Norway,Female,,http://gtcdn.sochi2014.com/athlete/a/68/2019168-168X210.jpg,0,Kjersti Buaas,Snowboard,,norway,snowboard,0,0,0,False
kjetil_jansrud,28,1985-08-28 00:00:00,Norway,Male,1.81,http://gtcdn.sochi2014.com/athlete/a/45/2022645-168X210.jpg,2,Kjetil Jansrud,Alpine Skiing,84.0,norway,alpine_skiing,1,0,1,True
klara_krizova,24,1989-07-13 00:00:00,Czech Republic,Female,1.78,http://gtcdn.sochi2014.com/athlete/a/01/2034201-168X210.jpg,0,Klara Krizova,Alpine Skiing,70.0,czech_republic,alpine_skiing,0,0,0,False
klara_moravcova,30,1983-03-19 00:00:00,Czech Republic,Female,1.69,http://gtcdn.sochi2014.com/athlete/a/49/2034349-168X210.jpg,0,Klara Moravcova,Cross-Country,57.0,czech_republic,cross-country,0,0,0,False
klaus_kroell,33,1980-04-24 00:00:00,Austria,Male,1.8599999999999999,http://gtcdn.sochi2014.com/athlete/a/44/2037744-168X210.jpg,0,Klaus Kroell,Alpine Skiing,95.0,austria,alpine_skiing,0,0,0,False
klemen_bauer,28,1986-01-09 00:00:00,Slovenia,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/26/2041726-168X210.jpg,0,Klemen Bauer,Biathlon,77.0,slovenia,biathlon,0,0,0,False
klemen_kosi,22,1991-06-19 00:00:00,Slovenia,Male,,http://gtcdn.sochi2014.com/athlete/a/01/2041801-168X210.jpg,0,Klemen Kosi,Alpine Skiing,,slovenia,alpine_skiing,0,0,0,False
klemen_pretnar,27,1986-08-31 00:00:00,Slovenia,Male,1.8,http://gtcdn.sochi2014.com/athlete/a/78/2041878-168X210.jpg,0,Klemen Pretnar,Ice Hockey,82.0,slovenia,ice_hockey,0,0,0,False
koba_jass,23,1990-05-01 00:00:00,Latvia,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/57/2035857-168X210.jpg,0,Koba Jass,Ice Hockey,87.0,latvia,ice_hockey,0,0,0,False
koen_verweij,23,1990-08-26 00:00:00,Netherlands,Male,1.82,http://gtcdn.sochi2014.com/athlete/a/87/2039787-168X210.jpg,1,Koen Verweij,Speed Skating,83.0,netherlands,speed_skating,0,1,0,True
konrad_nagy,21,1992-03-26 00:00:00,Hungary,Male,1.87,http://gtcdn.sochi2014.com/athlete/a/83/2020883-168X210.jpg,0,Konrad Nagy,Speed Skating,86.0,hungary,speed_skating,0,0,0,False
konrad_niedzwiedzki,29,1985-01-02 00:00:00,Poland,Male,1.8,http://gtcdn.sochi2014.com/athlete/a/33/2000633-168X210.jpg,0,Konrad Niedzwiedzki,Speed Skating,80.0,poland,speed_skating,0,0,0,False
konstantin_glavatskikh,28,1985-04-16 00:00:00,Russian Fed.,Male,1.74,http://gtcdn.sochi2014.com/athlete/a/92/2000792-168X210.jpg,0,Konstantin Glavatskikh,Cross-Country,72.0,russian_fed,cross-country,0,0,0,False
konstantin_schad,26,1987-07-25 00:00:00,Germany,Male,1.77,http://gtcdn.sochi2014.com/athlete/a/09/2029909-168X210.jpg,0,Konstantin Schad,Snowboard,80.0,germany,snowboard,0,0,0,False
kornelia_kubinska,28,1985-08-03 00:00:00,Poland,Female,1.65,http://gtcdn.sochi2014.com/athlete/a/85/2001085-168X210.jpg,0,Kornelia Kubinska,Cross-Country,49.0,poland,cross-country,0,0,0,False
kostas_sykaras,29,1984-05-30 00:00:00,Greece,Male,1.72,http://gtcdn.sochi2014.com/athlete/a/84/2033484-168X210.jpg,0,Kostas Sykaras,Alpine Skiing,77.0,greece,alpine_skiing,0,0,0,False
krasimir_anev,26,1987-06-16 00:00:00,Bulgaria,Male,1.74,http://gtcdn.sochi2014.com/athlete/a/70/2000470-168X210.jpg,0,Krasimir Anev,Biathlon,67.0,bulgaria,biathlon,0,0,0,False
kris_freeman,33,1980-10-14 00:00:00,United States,Male,1.8,http://gtcdn.sochi2014.com/athlete/a/29/2036629-168X210.jpg,0,Kris Freeman,Cross-Country,79.0,united_states,cross-country,0,0,0,False
krisjanis_redlihs,33,1981-01-15 00:00:00,Latvia,Male,1.8900000000000001,http://gtcdn.sochi2014.com/athlete/a/88/2035888-168X210.jpg,0,Krisjanis Redlihs,Ice Hockey,93.0,latvia,ice_hockey,0,0,0,False
krista_lahteenmaki,23,1990-12-12 00:00:00,Finland,Female,1.6,http://gtcdn.sochi2014.com/athlete/a/65/2030765-168X210.jpg,1,Krista Lahteenmaki,Cross-Country,56.0,finland,cross-country,0,1,0,True
kristan_bromley,41,1972-03-07 00:00:00,Great Britain,Male,1.78,http://gtcdn.sochi2014.com/athlete/a/10/2036110-168X210.jpg,0,Kristan Bromley,Skeleton,72.0,great_britain,skeleton,0,0,0,False
kristaps_maurins,22,1991-05-05 00:00:00,Latvia,Male,1.92,http://gtcdn.sochi2014.com/athlete/a/07/2035807-168X210.jpg,0,Kristaps Maurins,Luge,92.0,latvia,luge,0,0,0,False
kristaps_sotnieks,27,1987-01-29 00:00:00,Latvia,Male,1.8399999999999999,http://gtcdn.sochi2014.com/athlete/a/67/2035867-168X210.jpg,0,Kristaps Sotnieks,Ice Hockey,87.0,latvia,ice_hockey,0,0,0,False
kristaps_zvejnieks,21,1992-02-15 00:00:00,Latvia,Male,1.8399999999999999,http://gtcdn.sochi2014.com/athlete/a/72/2035772-168X210.jpg,0,Kristaps Zvejnieks,Alpine Skiing,80.0,latvia,alpine_skiing,0,0,0,False
kristers_gudlevskis,21,1992-07-31 00:00:00,Latvia,Male,1.9300000000000002,http://gtcdn.sochi2014.com/athlete/a/54/2035854-168X210.jpg,0,Kristers Gudlevskis,Ice Hockey,86.0,latvia,ice_hockey,0,0,0,False
kristian_forsberg,27,1986-05-05 00:00:00,Norway,Male,1.85,http://gtcdn.sochi2014.com/athlete/a/30/2020830-168X210.jpg,0,Kristian Forsberg,Ice Hockey,92.0,norway,ice_hockey,0,0,0,False
kristin_stoermer_steira,32,1981-04-30 00:00:00,Norway,Female,,http://gtcdn.sochi2014.com/athlete/a/00/2019000-168X210.jpg,0,Kristin Stoermer Steira,Cross-Country,,norway,cross-country,0,0,0,False
kristina_saalova,22,1991-05-20 00:00:00,Slovakia,Female,1.71,http://gtcdn.sochi2014.com/athlete/a/81/2014081-168X210.jpg,0,Kristina Saalova,Alpine Skiing,70.0,slovakia,alpine_skiing,0,0,0,False
kristjan_ilves,17,1996-06-10 00:00:00,Estonia,Male,1.79,http://gtcdn.sochi2014.com/athlete/a/50/2013250-168X210.jpg,0,Kristjan Ilves,Nordic Combined,63.0,estonia,nordic_combined,0,0,0,False
krystof_kryzl,27,1986-10-12 00:00:00,Czech Republic,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/95/2034195-168X210.jpg,0,Krystof Kryzl,Alpine Skiing,84.0,czech_republic,alpine_skiing,0,0,0,False
krystyna_palka,30,1983-08-16 00:00:00,Poland,Female,1.6600000000000001,http://gtcdn.sochi2014.com/athlete/a/56/2000156-168X210.jpg,0,Krystyna Palka,Biathlon,55.0,poland,biathlon,0,0,0,False
krzysztof_plywaczyk,30,1983-02-11 00:00:00,Poland,Male,1.81,http://gtcdn.sochi2014.com/athlete/a/74/2000174-168X210.jpg,0,Krzysztof Plywaczyk,Biathlon,70.0,poland,biathlon,0,0,0,False
ksenia_alopina,21,1992-05-30 00:00:00,Russian Fed.,Female,1.65,http://gtcdn.sochi2014.com/athlete/a/61/2007861-168X210.jpg,0,Ksenia Alopina,Alpine Skiing,62.0,russian_fed,alpine_skiing,0,0,0,False
ksenia_stolbova,22,1992-02-07 00:00:00,Russian Fed.,Female,1.58,http://gtcdn.sochi2014.com/athlete/a/89/2001889-168X210.jpg,2,Ksenia Stolbova,Figure Skating,,russian_fed,figure_skating,1,1,0,True
kseniya_grigoreva,26,1987-11-25 00:00:00,Uzbekistan,Female,1.7000000000000002,http://gtcdn.sochi2014.com/athlete/a/07/2003407-168X210.jpg,0,Kseniya Grigoreva,Alpine Skiing,65.0,uzbekistan,alpine_skiing,0,0,0,False
kwang-jin_kim,18,1995-06-10 00:00:00,Korea,Male,1.8,http://gtcdn.sochi2014.com/athlete/a/83/2032083-168X210.jpg,0,Kwang-jin Kim,Freestyle Skiing,72.0,korea,freestyle_skiing,0,0,0,False
kwang-ki_lee,20,1993-10-13 00:00:00,Korea,Male,1.71,http://gtcdn.sochi2014.com/athlete/a/65/2032865-168X210.jpg,0,Kwang-ki Lee,Snowboard,63.0,korea,snowboard,0,0,0,False
kyle_carr,27,1986-09-15 00:00:00,United States,Male,1.78,http://gtcdn.sochi2014.com/athlete/a/76/2030576-168X210.jpg,0,Kyle Carr,Short Track,79.0,united_states,short_track,0,0,0,False
kyle_tress,32,1981-05-29 00:00:00,United States,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/64/2020764-168X210.jpg,0,Kyle Tress,Skeleton,88.0,united_states,skeleton,0,0,0,False
kyou_hyuk_lee,35,1978-03-16 00:00:00,Korea,Male,1.75,http://gtcdn.sochi2014.com/athlete/a/73/2031573-168X210.jpg,0,Kyou Hyuk Lee,Speed Skating,75.0,korea,speed_skating,0,0,0,False
kyunghyun_kim,19,1994-04-28 00:00:00,Korea,Male,1.79,http://gtcdn.sochi2014.com/athlete/a/49/2031449-168X210.jpg,0,Kyunghyun Kim,Bobsleigh,98.0,korea,bobsleigh,0,0,0,False
lada_zadonskaya,27,1986-04-07 00:00:00,Russian Fed.,Female,1.7000000000000002,http://gtcdn.sochi2014.com/content/4.4/i/athlete/athlete-w-168x210.png,0,Lada Zadonskaya,Speed Skating,62.0,russian_fed,speed_skating,0,0,0,False
ladina_jenny,20,1993-06-10 00:00:00,Switzerland,Female,1.7000000000000002,http://gtcdn.sochi2014.com/athlete/a/29/2040529-168X210.jpg,0,Ladina Jenny,Snowboard,62.0,switzerland,snowboard,0,0,0,False
ladislav_smid,28,1986-02-01 00:00:00,Czech Republic,Male,1.9100000000000001,http://gtcdn.sochi2014.com/athlete/a/89/2034889-168X210.jpg,0,Ladislav Smid,Ice Hockey,102.0,czech_republic,ice_hockey,0,0,0,False
lamin_deen,32,1981-06-17 00:00:00,Great Britain,Male,1.81,http://gtcdn.sochi2014.com/athlete/a/31/2036131-168X210.jpg,0,Lamin Deen,Bobsleigh,100.0,great_britain,bobsleigh,0,0,0,False
lanny_barnes,31,1982-04-26 00:00:00,United States,Female,1.63,http://gtcdn.sochi2014.com/athlete/a/22/2008222-168X210.jpg,0,Lanny Barnes,Biathlon,52.0,united_states,biathlon,0,0,0,False
lara_gut,22,1991-04-27 00:00:00,Switzerland,Female,1.6,http://gtcdn.sochi2014.com/athlete/a/74/2040474-168X210.jpg,1,Lara Gut,Alpine Skiing,58.0,switzerland,alpine_skiing,0,0,1,True
lara_stalder,19,1994-05-15 00:00:00,Switzerland,Female,1.6600000000000001,http://gtcdn.sochi2014.com/athlete/a/49/2040249-168X210.jpg,0,Lara Stalder,Ice Hockey,60.0,switzerland,ice_hockey,0,0,0,False
lara_van_ruijven,21,1992-12-28 00:00:00,Netherlands,Female,1.72,http://gtcdn.sochi2014.com/athlete/a/75/2039775-168X210.jpg,0,Lara Van Ruijven,Short Track,40.0,netherlands,short_track,0,0,0,False
lari_lehtonen,26,1987-06-21 00:00:00,Finland,Male,1.76,http://gtcdn.sochi2014.com/athlete/a/67/2030767-168X210.jpg,0,Lari Lehtonen,Cross-Country,71.0,finland,cross-country,0,0,0,False
larisa_yurkiw,25,1988-03-30 00:00:00,Canada,Female,1.71,http://gtcdn.sochi2014.com/athlete/a/57/2012457-168X210.jpg,0,Larisa Yurkiw,Alpine Skiing,70.0,canada,alpine_skiing,0,0,0,False
laro_herrero,24,1990-01-17 00:00:00,Spain,Male,1.82,http://gtcdn.sochi2014.com/athlete/a/08/2014208-168X210.jpg,0,Laro Herrero,Snowboard,64.0,spain,snowboard,0,0,0,False
lars_berger,34,1979-05-01 00:00:00,Norway,Male,,http://gtcdn.sochi2014.com/athlete/a/50/2019050-168X210.jpg,0,Lars Berger,Biathlon,,norway,biathlon,0,0,0,False
lars_haugen,26,1987-03-19 00:00:00,Norway,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/35/2020835-168X210.jpg,0,Lars Haugen,Ice Hockey,83.0,norway,ice_hockey,0,0,0,False
lars_nelson,28,1985-08-19 00:00:00,Sweden,Male,1.8,http://gtcdn.sochi2014.com/athlete/a/98/2019598-168X210.jpg,1,Lars Nelson,Cross-Country,77.0,sweden,cross-country,1,0,0,True
lars_vilandt,39,1974-08-22 00:00:00,Denmark,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/47/2029547-168X210.jpg,0,Lars Vilandt,Curling,,denmark,curling,0,0,0,False
lars_volden,21,1992-07-26 00:00:00,Norway,Male,1.9,http://gtcdn.sochi2014.com/athlete/a/72/2020872-168X210.jpg,0,Lars Volden,Ice Hockey,86.0,norway,ice_hockey,0,0,0,False
lascelles_brown,39,1974-10-12 00:00:00,Canada,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/20/2012720-168X210.jpg,0,Lascelles Brown,Bobsleigh,97.0,canada,bobsleigh,0,0,0,False
lasse_kukkonen,32,1981-09-18 00:00:00,Finland,Male,1.83,http://gtcdn.sochi2014.com/athlete/a/37/2032537-168X210.jpg,0,Lasse Kukkonen,Ice Hockey,85.0,finland,ice_hockey,0,0,0,False
laura_benz,21,1992-08-25 00:00:00,Switzerland,Female,1.72,http://gtcdn.sochi2014.com/athlete/a/10/2040310-168X210.jpg,0,Laura Benz,Ice Hockey,63.0,switzerland,ice_hockey,0,0,0,False
laura_dahlmeier,20,1993-08-22 00:00:00,Germany,Female,1.62,http://gtcdn.sochi2014.com/athlete/a/47/2025147-168X210.jpg,0,Laura Dahlmeier,Biathlon,52.0,germany,biathlon,0,0,0,False
laura_fortino,23,1991-01-30 00:00:00,Canada,Female,1.6400000000000001,http://gtcdn.sochi2014.com/athlete/a/32/2018832-168X210.jpg,0,Laura Fortino,Ice Hockey,62.0,canada,ice_hockey,0,0,0,False
laura_grasemann,21,1992-04-30 00:00:00,Germany,Female,1.62,http://gtcdn.sochi2014.com/athlete/a/85/2028585-168X210.jpg,0,Laura Grasemann,Freestyle Skiing,52.0,germany,freestyle_skiing,0,0,0,False
laura_orgue,27,1986-09-11 00:00:00,Spain,Female,1.74,http://gtcdn.sochi2014.com/athlete/a/51/2001751-168X210.jpg,0,Laura Orgue,Cross-Country,54.0,spain,cross-country,0,0,0,False
laura_peel,24,1989-09-29 00:00:00,Australia,Female,1.74,http://gtcdn.sochi2014.com/athlete/a/35/2024535-168X210.jpg,0,Laura Peel,Freestyle Skiing,64.0,australia,freestyle_skiing,0,0,0,False
laure_soulie,26,1987-04-28 00:00:00,Andorra,Female,1.6,http://gtcdn.sochi2014.com/athlete/a/75/2020675-168X210.jpg,0,Laure Soulie,Biathlon,50.0,andorra,biathlon,0,0,0,False
lauren_cholewinski,25,1988-11-15 00:00:00,United States,Female,1.73,http://gtcdn.sochi2014.com/athlete/a/11/2020711-168X210.jpg,0,Lauren Cholewinski,Speed Skating,67.0,united_states,speed_skating,0,0,0,False
lauren_gray,22,1991-11-03 00:00:00,Great Britain,Female,1.75,http://gtcdn.sochi2014.com/athlete/a/64/2036164-168X210.jpg,0,Lauren Gray,Curling,,great_britain,curling,0,0,0,False
laurenne_ross,25,1988-08-17 00:00:00,United States,Female,1.72,http://gtcdn.sochi2014.com/athlete/a/84/2024084-168X210.jpg,0,Laurenne Ross,Alpine Skiing,65.0,united_states,alpine_skiing,0,0,0,False
lauri_kivari,17,1996-03-23 00:00:00,Finland,Male,1.81,http://gtcdn.sochi2014.com/athlete/a/90/2030790-168X210.jpg,0,Lauri Kivari,Freestyle Skiing,60.0,finland,freestyle_skiing,0,0,0,False
lauri_korpikoski,27,1986-07-28 00:00:00,Finland,Male,1.85,http://gtcdn.sochi2014.com/athlete/a/35/2032535-168X210.jpg,0,Lauri Korpikoski,Ice Hockey,88.0,finland,ice_hockey,0,0,0,False
lauriane_rougeau,23,1990-04-12 00:00:00,Canada,Female,1.73,http://gtcdn.sochi2014.com/athlete/a/55/2018855-168X210.jpg,0,Lauriane Rougeau,Ice Hockey,75.0,canada,ice_hockey,0,0,0,False
laurien_van_der_graaff,26,1987-10-14 00:00:00,Switzerland,Female,1.67,http://gtcdn.sochi2014.com/athlete/a/24/2040024-168X210.jpg,0,Laurien Van Der Graaff,Cross-Country,57.0,switzerland,cross-country,0,0,0,False
laurine_van_riessen,26,1987-08-10 00:00:00,Netherlands,Female,1.67,http://gtcdn.sochi2014.com/athlete/a/71/2039771-168X210.jpg,0,Laurine Van Riessen,Speed Skating,62.0,netherlands,speed_skating,0,0,0,False
lauris_darzins,29,1985-01-28 00:00:00,Latvia,Male,1.9100000000000001,http://gtcdn.sochi2014.com/athlete/a/51/2035851-168X210.jpg,0,Lauris Darzins,Ice Hockey,91.0,latvia,ice_hockey,0,0,0,False
lauryn_williams,30,1983-09-11 00:00:00,United States,Female,1.6,http://gtcdn.sochi2014.com/athlete/a/53/2020753-168X210.jpg,1,Lauryn Williams,Bobsleigh,67.0,united_states,bobsleigh,0,1,0,True
lavinia_chrystal,24,1989-03-05 00:00:00,Australia,Female,1.6800000000000002,http://gtcdn.sochi2014.com/athlete/a/74/2015074-168X210.jpg,0,Lavinia Chrystal,Alpine Skiing,64.0,australia,alpine_skiing,0,0,0,False
lea_johanidesova,24,1989-12-21 00:00:00,Czech Republic,Female,1.67,http://gtcdn.sochi2014.com/athlete/a/35/2034235-168X210.jpg,0,Lea Johanidesova,Biathlon,56.0,czech_republic,biathlon,0,0,0,False
lea_lemare,17,1996-06-21 00:00:00,France,Female,1.69,http://gtcdn.sochi2014.com/athlete/a/48/2012848-168X210.jpg,0,Lea Lemare,Ski Jumping,52.0,france,ski_jumping,0,0,0,False
leandro_ribela,33,1980-03-22 00:00:00,Brazil,Male,1.8399999999999999,http://gtcdn.sochi2014.com/athlete/a/88/2036888-168X210.jpg,0,Leandro Ribela,Cross-Country,80.0,brazil,cross-country,0,0,0,False
leanne_smith,26,1987-05-28 00:00:00,United States,Female,1.65,http://gtcdn.sochi2014.com/athlete/a/48/2024048-168X210.jpg,0,Leanne Smith,Alpine Skiing,72.0,united_states,alpine_skiing,0,0,0,False
